phoneno,age,gender,zipcode,calls,sms,mms,charges,coverage,complaint,sim,phone,prepost,churn
6952,2,Female,90095,70,52,27,330,0,2,Single Sim,Andoid,Prepaid,0
1760,3,Male,92831,30,47,23,1900,4,4,Single Sim,Andoid,Prepaid,1
7238,3,Male,91107,30,42,18,430,2,1,Single Sim,Andoid,Prepaid,0
6997,3,Male,95521,10,65,41,450,0,3,Single Sim,Andoid,Postpaid,0
4889,1,Male,93407,350,42,18,1410,0,1,Single Sim,Andoid,Prepaid,0
4902,1,Male,92009,240,40,16,690,0,4,Single Sim,Andoid,Postpaid,0
2113,2,Male,90401,10,32,8,780,0,4,Single Sim,Andoid,Postpaid,0
8358,3,Male,94521,370,40,15,840,0,1,Single Sim,Andoid,Postpaid,0
3229,2,Male,95064,520,55,29,1720,0,1,Single Sim,Andoid,Prepaid,1
3395,1,Female,93109,20,32,6,510,2,4,Dual Sim,Andoid,Prepaid,0
1978,3,Male,92121,140,58,28,750,0,1,Single Sim,Andoid,Postpaid,0
2461,2,Female,91605,310,46,22,1830,0,1,Single Sim,IOS,Postpaid,1
6149,3,Female,92123,40,53,23,200,0,4,Single Sim,Andoid,Postpaid,0
3175,3,Male,94306,390,63,39,1010,3,2,Single Sim,Andoid,Postpaid,1
3627,3,Male,90089,590,40,14,1290,0,1,Single Sim,Andoid,Postpaid,1
5645,1,Male,90745,320,41,17,630,0,2,Single Sim,Andoid,Prepaid,0
1147,1,Male,92126,210,60,35,440,0,4,Single Sim,Andoid,Prepaid,0
7453,3,Female,91302,540,65,39,1840,2,1,Single Sim,IOS,Postpaid,1
7384,1,Male,95064,200,59,33,1000,2,2,Single Sim,Andoid,Prepaid,0
8006,1,Male,90058,40,48,24,120,0,3,Single Sim,Andoid,Prepaid,0
8876,3,Male,94105,230,59,33,680,2,2,Dual Sim,Andoid,Postpaid,0
6443,1,Male,94019,100,33,8,480,3,1,Single Sim,Andoid,Postpaid,0
3085,1,Male,93101,40,40,15,820,0,2,Single Sim,Andoid,Prepaid,0
6619,1,Male,94061,250,42,18,520,0,2,Single Sim,Andoid,Prepaid,0
7674,2,Female,92008,460,65,41,1540,0,2,Dual Sim,IOS,Postpaid,1
7524,1,Female,91105,150,30,4,390,0,1,Single Sim,Andoid,Prepaid,0
5345,1,Female,91605,30,30,4,400,0,1,Single Sim,IOS,Postpaid,0
1972,3,Male,94720,190,42,17,540,2,4,Single Sim,Andoid,Prepaid,0
4475,2,Female,94143,100,32,8,320,2,2,Single Sim,IOS,Postpaid,0
5949,3,Male,90250,230,55,30,640,0,2,Single Sim,Andoid,Prepaid,0
6300,1,Male,94539,130,29,3,920,3,2,Single Sim,Andoid,Postpaid,0
5271,3,Female,91330,250,64,38,400,1,1,Single Sim,Andoid,Postpaid,0
4598,3,Male,96651,50,37,11,600,0,3,Single Sim,Andoid,Postpaid,0
9456,1,Female,95828,130,31,5,850,2,2,Single Sim,Andoid,Postpaid,0
8255,1,Male,94583,40,25,-1,210,1,4,Single Sim,Andoid,Postpaid,0
6693,3,Male,95064,60,31,5,350,2,1,Single Sim,Andoid,Prepaid,0
3477,1,Male,92660,10,32,7,520,0,2,Single Sim,Andoid,Postpaid,0
1991,1,Male,90058,740,58,34,1280,0,1,Single Sim,Andoid,Prepaid,0
7071,1,Male,90245,633,26,2,1950,0,1,Single Sim,Andoid,Prepaid,0
8223,2,Female,92647,150,51,25,680,2,2,Single Sim,Andoid,Prepaid,0
7440,1,Male,93106,110,65,41,550,0,2,Single Sim,Andoid,Prepaid,0
3363,1,Male,90266,20,43,17,550,0,1,Single Sim,Andoid,Postpaid,0
8154,1,Female,95054,40,46,21,800,0,4,Single Sim,Andoid,Postpaid,0
1049,1,Male,92007,80,28,3,1230,2,1,Single Sim,Andoid,Prepaid,0
3500,2,Male,94105,190,63,37,900,2,4,Dual Sim,Andoid,Postpaid,0
6678,3,Male,94025,140,59,29,610,0,1,Single Sim,Andoid,Prepaid,0
2427,2,Male,94610,250,42,15,410,0,3,Single Sim,Andoid,Postpaid,0
3722,3,Male,94720,160,58,33,430,0,2,Single Sim,Andoid,Postpaid,0
9135,1,Male,95822,10,39,13,710,2,3,Dual Sim,Andoid,Postpaid,0
8058,1,Male,95051,100,36,12,250,0,4,Single Sim,Andoid,Postpaid,0
9540,2,Male,90740,300,60,33,1540,0,1,Dual Sim,IOS,Postpaid,1
4712,1,Male,90095,240,47,21,1410,0,1,Single Sim,Andoid,Prepaid,0
7872,3,Male,92661,90,29,4,220,2,2,Single Sim,Andoid,Prepaid,0
9209,1,Male,94131,680,52,28,1450,0,2,Single Sim,Andoid,Postpaid,0
1277,3,Male,92122,50,41,16,490,0,3,Single Sim,Andoid,Postpaid,0
8258,1,Male,90740,200,63,37,1090,0,1,Single Sim,Andoid,Postpaid,0
2256,1,Female,90086,50,59,34,800,0,3,Single Sim,Andoid,Postpaid,0
6188,2,Female,94555,140,44,20,820,3,4,Single Sim,Andoid,Postpaid,0
6544,1,Male,94102,250,54,28,520,0,4,Single Sim,Andoid,Postpaid,0
2361,1,Female,90232,250,29,5,850,0,3,Single Sim,Andoid,Postpaid,0
5024,1,Male,90024,100,51,25,1480,0,1,Single Sim,Andoid,Prepaid,0
4971,1,Female,91330,210,63,39,1600,0,2,Single Sim,Andoid,Prepaid,0
7888,1,Male,90095,170,36,11,390,0,4,Single Sim,Andoid,Postpaid,0
5722,3,Female,94304,80,42,16,250,0,2,Single Sim,Andoid,Prepaid,0
3611,3,Female,93033,140,51,25,330,0,1,Single Sim,Andoid,Postpaid,0
7884,2,Male,92115,250,47,20,380,0,3,Single Sim,Andoid,Prepaid,0
7559,3,Female,92677,20,40,16,850,0,0,Single Sim,Andoid,Postpaid,0
2400,1,Male,93022,20,54,28,480,0,0,Single Sim,Andoid,Postpaid,0
7296,3,Male,95207,60,47,21,150,1,4,Single Sim,Andoid,Postpaid,0
8404,1,Male,91343,0,35,10,940,2,1,Single Sim,Andoid,Postpaid,0
1075,1,Male,92333,60,28,4,1200,0,2,Single Sim,Andoid,Postpaid,0
2290,3,Male,91911,70,45,19,600,2,1,Single Sim,Andoid,Postpaid,0
7286,1,Female,94303,433,33,9,1450,3,2,Single Sim,Andoid,Prepaid,0
3276,3,Male,91107,70,62,36,290,0,2,Single Sim,Andoid,Prepaid,0
9557,2,Male,92129,267,45,18,780,0,3,Single Sim,Andoid,Postpaid,0
5269,2,Male,90005,120,59,35,590,0,4,Single Sim,Andoid,Postpaid,0
5289,3,Female,91116,450,58,28,800,0,2,Single Sim,Andoid,Prepaid,0
4029,1,Female,94305,100,52,26,1800,0,1,Single Sim,Andoid,Postpaid,0
5049,2,Male,94710,10,34,8,80,1,3,Single Sim,Andoid,Postpaid,0
4793,3,Male,91711,150,65,35,230,0,1,Single Sim,Andoid,Postpaid,0
6624,3,Male,92124,380,48,23,790,0,2,Single Sim,Andoid,Postpaid,0
7436,3,Male,92064,380,44,19,780,3,2,Single Sim,Andoid,Prepaid,0
5219,2,Female,92028,0,61,37,640,0,1,Single Sim,Andoid,Prepaid,0
7450,3,Female,91320,20,40,14,640,0,4,Single Sim,Andoid,Postpaid,0
9448,1,Male,94803,380,65,39,1600,3,4,Single Sim,Andoid,Postpaid,1
2735,3,Male,91304,100,28,4,430,2,1,Single Sim,Andoid,Prepaid,0
3748,3,Female,93943,110,67,42,320,0,1,Single Sim,Andoid,Prepaid,0
4322,1,Male,91125,0,35,9,1790,1,2,Dual Sim,Andoid,Postpaid,0
9178,1,Male,94143,10,60,35,80,0,1,Single Sim,Andoid,Postpaid,0
6652,1,Male,92717,160,58,32,630,0,1,Dual Sim,Andoid,Postpaid,0
4169,3,Male,94126,230,55,30,400,0,2,Dual Sim,Andoid,Postpaid,0
4763,2,Male,90245,220,34,9,990,2,4,Single Sim,Andoid,Postpaid,0
6002,2,Male,93022,450,35,9,1410,0,2,Single Sim,Andoid,Prepaid,1
5939,1,Female,93907,150,28,4,1590,0,1,Single Sim,Andoid,Postpaid,0
1298,1,Male,95825,30,38,12,390,2,2,Single Sim,Andoid,Postpaid,0
7161,2,Male,91604,170,62,38,990,0,4,Single Sim,Andoid,Prepaid,0
6662,2,Female,95020,30,30,4,180,0,4,Single Sim,Andoid,Postpaid,0
8054,1,Female,94553,30,38,12,380,0,2,Single Sim,Andoid,Postpaid,0
7544,1,Male,90024,0,33,8,1330,0,1,Single Sim,Andoid,Postpaid,0
7082,1,Female,91380,280,58,34,840,0,2,Single Sim,Andoid,Postpaid,0
1154,2,Female,90089,0,59,35,600,0,1,Single Sim,Andoid,Postpaid,0
1795,3,Male,92647,540,52,28,1780,2,3,Single Sim,Andoid,Postpaid,1
7793,3,Female,91330,50,36,12,180,0,1,Single Sim,Andoid,Prepaid,0
3442,3,Male,95020,80,45,21,730,0,1,Single Sim,Andoid,Postpaid,0
2998,1,Male,94022,730,49,23,1250,0,1,Single Sim,Andoid,Prepaid,0
8603,2,Female,92173,430,52,26,910,0,1,Single Sim,IOS,Postpaid,1
7931,1,Male,95014,110,54,28,740,0,2,Single Sim,Andoid,Postpaid,0
5812,2,Female,92130,30,30,4,350,0,2,Dual Sim,Andoid,Prepaid,0
7441,1,Female,90036,200,65,39,1130,0,1,Single Sim,Andoid,Postpaid,0
3536,2,Male,94720,220,34,8,520,0,4,Single Sim,Andoid,Prepaid,0
1643,2,Male,92028,440,30,6,1910,0,2,Single Sim,Andoid,Postpaid,1
8883,3,Female,92109,30,51,25,180,1,1,Single Sim,Andoid,Prepaid,0
8998,1,Female,95138,0,52,27,250,0,2,Single Sim,Andoid,Postpaid,0
1743,3,Male,91006,190,43,18,500,0,4,Single Sim,Andoid,Prepaid,0
4789,3,Female,93940,70,35,10,750,0,4,Single Sim,Andoid,Postpaid,0
2743,3,Female,92647,450,56,26,920,0,2,Dual Sim,Andoid,Prepaid,0
2499,2,Male,95747,200,57,32,330,0,2,Single Sim,Andoid,Postpaid,0
4620,3,Male,90266,220,58,32,650,0,3,Single Sim,Andoid,Prepaid,0
4749,1,Male,91604,170,53,28,440,0,3,Single Sim,Andoid,Prepaid,0
6425,1,Male,95211,140,45,21,1830,4,2,Single Sim,Andoid,Prepaid,0
8531,1,Female,96150,140,44,20,1750,0,2,Single Sim,Andoid,Postpaid,0
1715,3,Female,94305,150,54,28,280,0,4,Single Sim,Andoid,Postpaid,0
3133,2,Male,92130,220,41,17,490,0,4,Single Sim,Andoid,Prepaid,0
9483,1,Male,92697,180,52,26,450,0,4,Single Sim,Andoid,Postpaid,0
8707,3,Male,95053,300,43,17,640,3,4,Single Sim,Andoid,Postpaid,1
2687,3,Male,92115,10,63,38,220,1,3,Single Sim,Andoid,Postpaid,0
6794,1,Female,95039,740,54,30,1200,2,1,Single Sim,Andoid,Postpaid,0
6835,1,Male,92354,670,33,8,1750,2,2,Single Sim,Andoid,Postpaid,0
8125,3,Female,94720,230,25,-1,1010,3,4,Single Sim,Andoid,Prepaid,0
3934,3,Male,92037,100,41,16,1040,0,1,Single Sim,Andoid,Postpaid,0
4765,3,Female,94002,10,40,16,1550,0,4,Single Sim,IOS,Postpaid,1
1072,1,Male,95747,240,43,18,580,0,1,Single Sim,Andoid,Prepaid,0
2803,2,Male,94608,220,36,10,800,0,4,Single Sim,Andoid,Postpaid,0
1831,3,Male,94117,180,57,33,450,2,1,Single Sim,Andoid,Prepaid,0
4933,1,Male,94550,460,34,9,1340,2,1,Dual Sim,Andoid,Postpaid,0
7474,3,Male,91709,200,38,14,580,2,4,Dual Sim,Andoid,Prepaid,0
5264,1,Female,94066,20,47,21,200,0,1,Single Sim,Andoid,Postpaid,0
1428,3,Male,90304,150,39,13,250,0,4,Single Sim,Andoid,Postpaid,0
5759,1,Female,94588,30,45,20,550,0,1,Single Sim,Andoid,Postpaid,0
6046,1,Male,93943,130,62,37,1550,0,1,Single Sim,Andoid,Prepaid,0
1150,1,Female,92084,130,59,34,300,0,1,Single Sim,Andoid,Postpaid,0
3386,1,Female,92096,40,61,37,390,0,4,Single Sim,Andoid,Postpaid,0
9960,3,Male,95617,200,36,12,730,2,4,Single Sim,Andoid,Postpaid,0
2440,1,Male,94608,130,58,34,410,0,4,Single Sim,Andoid,Postpaid,0
3367,3,Male,95820,10,55,30,340,2,4,Single Sim,Andoid,Postpaid,0
6896,3,Male,90601,90,29,5,210,2,3,Single Sim,Andoid,Prepaid,0
5292,1,Female,91320,30,34,8,110,0,4,Dual Sim,IOS,Postpaid,0
6393,1,Male,92704,690,61,35,1540,0,2,Single Sim,Andoid,Prepaid,0
6293,3,Male,92612,40,50,20,190,0,4,Single Sim,Andoid,Prepaid,0
2980,2,Male,93407,240,52,26,1010,0,2,Single Sim,Andoid,Postpaid,0
2448,1,Female,92123,100,39,15,240,2,1,Single Sim,Andoid,Postpaid,0
2396,1,Male,92675,270,55,29,1310,0,2,Dual Sim,Andoid,Prepaid,0
4899,1,Male,95136,400,33,9,1050,0,1,Single Sim,Andoid,Postpaid,0
8826,2,Male,94720,120,47,21,520,2,1,Single Sim,Andoid,Prepaid,0
7698,2,Male,92037,90,57,32,210,2,4,Dual Sim,Andoid,Prepaid,0
1819,1,Male,94305,140,57,31,450,2,3,Single Sim,Andoid,Postpaid,0
8265,1,Male,93117,200,40,14,390,0,1,Single Sim,Andoid,Postpaid,0
4629,1,Female,94115,280,50,25,1920,3,2,Single Sim,Andoid,Prepaid,0
2606,1,Male,94301,430,29,5,1950,0,1,Single Sim,Andoid,Prepaid,0
4998,1,Male,95616,70,46,22,830,0,3,Single Sim,Andoid,Prepaid,0
8126,2,Male,91302,100,42,15,340,0,3,Dual Sim,Andoid,Postpaid,0
2521,2,Male,93009,170,59,33,490,2,4,Single Sim,Andoid,Postpaid,0
9682,3,Male,94143,400,31,1,600,3,4,Single Sim,Andoid,Prepaid,0
6015,1,Male,94939,180,51,25,410,0,4,Single Sim,Andoid,Prepaid,0
8660,1,Male,91320,230,35,10,720,3,3,Single Sim,Andoid,Prepaid,0
9555,2,Male,92677,300,59,35,1020,2,4,Single Sim,Andoid,Postpaid,1
4018,1,Male,95605,130,35,10,310,0,3,Single Sim,Andoid,Prepaid,0
1952,2,Male,93106,150,46,20,730,2,1,Single Sim,Andoid,Postpaid,0
2353,1,Male,91763,0,34,9,890,0,1,Single Sim,Andoid,Postpaid,0
8376,3,Female,92109,70,55,29,190,2,4,Dual Sim,Andoid,Prepaid,0
5477,2,Male,94706,120,64,40,630,0,4,Single Sim,Andoid,Postpaid,0
5659,3,Male,95758,120,34,9,1040,0,3,Single Sim,Andoid,Postpaid,0
9890,2,Male,95064,80,61,35,400,2,1,Single Sim,Andoid,Postpaid,0
3888,3,Male,94710,0,63,39,920,0,2,Single Sim,Andoid,Postpaid,0
6570,2,Male,92350,70,59,33,720,3,2,Single Sim,Andoid,Prepaid,0
3432,2,Male,94305,190,51,27,440,2,3,Single Sim,Andoid,Prepaid,0
2729,1,Female,94705,350,41,16,1140,0,4,Single Sim,Andoid,Prepaid,1
9851,1,Male,95758,240,37,13,730,0,4,Single Sim,Andoid,Prepaid,0
9911,2,Female,91711,120,64,40,630,0,4,Dual Sim,Andoid,Prepaid,0
6136,3,Female,92028,80,44,20,690,2,1,Single Sim,IOS,Postpaid,0
6188,1,Male,92106,150,62,37,420,0,3,Single Sim,Andoid,Postpaid,0
4394,1,Male,90037,270,50,26,880,0,1,Single Sim,Andoid,Postpaid,0
9342,1,Male,92131,40,43,18,980,0,2,Single Sim,Andoid,Postpaid,0
1558,1,Male,92093,300,34,8,650,3,1,Single Sim,Andoid,Postpaid,1
8673,2,Male,94143,30,38,13,120,2,2,Dual Sim,Andoid,Postpaid,0
9185,1,Female,94305,300,29,5,1220,0,4,Single Sim,Andoid,Prepaid,1
1183,3,Male,92093,0,39,14,120,0,2,Single Sim,Andoid,Prepaid,0
6030,1,Female,94105,20,53,29,240,0,2,Single Sim,Andoid,Prepaid,0
3692,1,Female,92037,425,43,19,1700,4,4,Single Sim,IOS,Postpaid,1
5370,2,Female,92028,230,61,36,1840,4,4,Single Sim,IOS,Postpaid,1
8778,3,Male,93401,60,46,20,250,2,4,Single Sim,Andoid,Prepaid,0
9167,1,Male,90502,270,57,31,1310,0,2,Single Sim,Andoid,Prepaid,0
3577,3,Female,94122,230,59,33,500,0,2,Single Sim,Andoid,Prepaid,0
5733,1,Male,94035,40,52,28,210,0,2,Dual Sim,Andoid,Postpaid,0
6839,2,Male,95616,110,29,3,550,0,3,Single Sim,Andoid,Postpaid,0
1122,2,Male,90049,20,57,32,1240,0,1,Single Sim,Andoid,Postpaid,1
8128,1,Male,95819,260,49,23,580,2,4,Single Sim,Andoid,Prepaid,0
1679,1,Male,95817,280,39,13,720,0,2,Single Sim,Andoid,Postpaid,0
1545,3,Male,90089,700,56,31,1920,0,1,Single Sim,IOS,Postpaid,1
6813,2,Male,91320,180,63,38,830,0,3,Single Sim,Andoid,Postpaid,0
8203,1,Male,90025,280,37,12,930,0,1,Dual Sim,Andoid,Postpaid,0
5038,3,Male,94305,100,56,26,380,2,3,Dual Sim,Andoid,Postpaid,0
9709,3,Male,92606,190,45,20,550,2,4,Dual Sim,Andoid,Prepaid,0
2085,3,Female,92325,10,66,41,110,0,3,Dual Sim,Andoid,Prepaid,0
4403,1,Male,94550,40,40,15,850,0,2,Dual Sim,Andoid,Prepaid,0
7114,1,Male,93305,490,50,24,1240,3,1,Single Sim,Andoid,Postpaid,0
1163,1,Male,92028,600,60,36,1290,0,2,Single Sim,Andoid,Postpaid,0
4677,1,Male,93407,430,31,7,1800,0,1,Single Sim,Andoid,Prepaid,0
3949,2,Male,90245,140,40,14,740,0,4,Single Sim,Andoid,Postpaid,0
9931,3,Male,92152,700,36,6,1380,1,1,Single Sim,Andoid,Postpaid,1
2790,3,Female,90502,360,55,29,1110,0,2,Single Sim,Andoid,Prepaid,1
7761,1,Male,93555,80,54,28,830,0,3,Single Sim,Andoid,Postpaid,0
8839,1,Male,90266,170,35,10,330,1,4,Single Sim,Andoid,Postpaid,0
3288,3,Male,92028,70,55,29,210,0,4,Single Sim,Andoid,Prepaid,0
9671,1,Male,94608,30,36,10,350,1,2,Single Sim,Andoid,Postpaid,0
9036,3,Female,93023,80,66,41,1050,0,1,Dual Sim,IOS,Postpaid,0
4505,2,Female,94305,80,38,14,1030,0,1,Single Sim,Andoid,Prepaid,0
1045,3,Male,92096,230,58,32,750,0,2,Single Sim,Andoid,Prepaid,0
1057,1,Male,94550,70,41,17,330,2,1,Single Sim,Andoid,Prepaid,0
4560,2,Male,94305,170,60,34,520,0,4,Dual Sim,Andoid,Postpaid,0
2362,2,Female,94920,260,47,23,890,0,1,Dual Sim,IOS,Postpaid,0
2051,3,Male,93109,250,62,36,630,0,1,Single Sim,Andoid,Prepaid,0
6839,2,Male,94402,310,48,23,840,0,4,Dual Sim,IOS,Postpaid,1
8054,1,Male,91302,210,61,36,440,0,4,Single Sim,Andoid,Prepaid,0
8554,1,Female,94720,100,29,3,290,0,3,Single Sim,Andoid,Postpaid,0
3884,3,Male,90005,30,45,21,290,0,1,Single Sim,Andoid,Postpaid,0
8002,2,Male,94035,30,39,14,220,0,2,Single Sim,Andoid,Postpaid,0
5723,1,Male,92093,220,31,6,530,2,4,Single Sim,Andoid,Postpaid,0
2447,2,Male,94611,30,39,14,240,0,2,Single Sim,Andoid,Postpaid,0
1306,1,Male,90045,130,63,38,1530,5,1,Single Sim,Andoid,Prepaid,0
2010,2,Male,90024,30,28,2,310,0,2,Dual Sim,Andoid,Postpaid,0
8866,2,Male,94542,70,56,30,210,0,2,Single Sim,Andoid,Postpaid,0
4231,1,Male,93108,670,31,6,1800,0,2,Single Sim,Andoid,Prepaid,0
2374,2,Female,91016,70,46,20,820,0,3,Single Sim,Andoid,Postpaid,0
3539,1,Male,95064,80,42,18,900,3,4,Dual Sim,Andoid,Prepaid,0
9779,3,Male,93407,740,53,29,1540,0,4,Single Sim,Andoid,Prepaid,1
4935,2,Female,92096,180,41,17,990,0,2,Single Sim,Andoid,Postpaid,0
2826,2,Female,91105,260,61,36,1530,0,1,Dual Sim,IOS,Prepaid,1
5918,2,Male,95032,310,31,5,930,0,2,Single Sim,Andoid,Postpaid,1
4374,2,Male,92121,0,62,38,530,0,1,Single Sim,Andoid,Prepaid,0
3872,2,Female,95814,130,59,34,180,2,3,Single Sim,IOS,Postpaid,0
3649,1,Male,91330,290,49,24,700,0,1,Single Sim,Andoid,Prepaid,0
2846,3,Female,92122,170,65,39,1000,0,4,Single Sim,Andoid,Prepaid,0
6947,3,Male,94022,630,30,6,1930,0,3,Single Sim,Andoid,Postpaid,1
9192,1,Female,95133,0,32,7,1250,0,1,Single Sim,Andoid,Postpaid,0
5727,3,Male,94571,0,56,31,680,0,2,Dual Sim,Andoid,Postpaid,0
2128,1,Male,90009,200,36,10,550,1,1,Single Sim,Andoid,Postpaid,0
7106,3,Male,92182,360,58,34,1520,0,4,Single Sim,Andoid,Prepaid,1
2321,1,Female,95814,150,27,3,840,0,3,Single Sim,Andoid,Postpaid,0
4269,3,Male,91125,0,41,16,130,0,2,Single Sim,Andoid,Postpaid,0
3127,1,Female,91355,40,59,35,330,2,4,Single Sim,Andoid,Prepaid,0
2643,2,Male,92096,100,56,32,890,1,4,Dual Sim,Andoid,Postpaid,0
6736,1,Male,91745,240,52,26,930,0,1,Single Sim,Andoid,Postpaid,0
4853,3,Male,90509,180,35,5,680,0,4,Single Sim,Andoid,Prepaid,0
7171,2,Female,93106,170,47,21,850,0,2,Single Sim,Andoid,Prepaid,0
3574,2,Male,95039,80,29,4,730,0,1,Single Sim,Andoid,Postpaid,0
8135,2,Male,92131,220,31,6,830,2,4,Single Sim,Andoid,Postpaid,0
6101,3,Male,94301,630,62,36,1580,0,2,Single Sim,Andoid,Postpaid,1
3912,3,Male,92626,600,48,18,1820,0,4,Single Sim,Andoid,Postpaid,1
9454,3,Female,96651,90,26,1,240,2,2,Single Sim,Andoid,Prepaid,0
2064,1,Female,94305,200,60,34,1020,0,2,Single Sim,Andoid,Postpaid,0
3556,1,Male,91355,280,35,11,530,0,3,Single Sim,Andoid,Prepaid,0
6487,1,Male,92646,330,40,15,1750,0,2,Single Sim,Andoid,Postpaid,0
5771,1,Male,94538,100,31,5,280,0,3,Single Sim,Andoid,Postpaid,0
6350,1,Male,92037,80,50,25,140,0,4,Single Sim,Andoid,Postpaid,0
3704,3,Female,95828,400,33,7,1390,2,1,Single Sim,IOS,Postpaid,1
6805,1,Male,95747,90,37,11,340,0,3,Single Sim,Andoid,Postpaid,0
9453,3,Female,92093,150,38,14,640,0,1,Single Sim,Andoid,Prepaid,0
5438,2,Male,94607,10,63,38,840,0,4,Single Sim,Andoid,Prepaid,0
2399,2,Male,95070,50,57,32,420,0,3,Dual Sim,Andoid,Postpaid,0
4953,1,Male,91605,160,61,35,630,0,1,Single Sim,Andoid,Postpaid,0
6325,3,Female,92735,120,37,12,1000,4,3,Single Sim,Andoid,Postpaid,0
6557,2,Male,95138,420,51,25,1900,0,2,Single Sim,Andoid,Postpaid,1
3602,1,Male,90024,100,44,20,220,1,1,Single Sim,Andoid,Prepaid,0
9819,2,Female,90066,80,63,37,200,0,1,Dual Sim,Andoid,Prepaid,0
6635,2,Female,95037,140,43,18,210,0,2,Single Sim,Andoid,Postpaid,0
7578,2,Male,95135,40,38,14,250,2,4,Single Sim,Andoid,Postpaid,0
9076,3,Male,92648,110,34,9,200,0,4,Single Sim,Andoid,Postpaid,0
3780,1,Female,94546,20,48,23,1730,0,3,Single Sim,IOS,Postpaid,1
6817,1,Female,94115,250,29,5,810,0,2,Single Sim,Andoid,Prepaid,0
8772,2,Male,95814,80,37,11,1390,5,2,Single Sim,Andoid,Postpaid,1
2255,1,Male,90266,390,60,35,1190,0,2,Dual Sim,Andoid,Postpaid,0
2260,3,Male,92821,260,46,20,740,2,4,Single Sim,Andoid,Postpaid,0
3446,2,Male,92173,150,34,10,420,2,1,Single Sim,Andoid,Prepaid,0
3463,1,Male,94035,110,56,30,730,0,2,Single Sim,Andoid,Prepaid,0
5402,1,Male,94590,520,57,31,1140,0,4,Dual Sim,IOS,Postpaid,1
5780,3,Male,92093,100,62,36,440,0,2,Single Sim,Andoid,Prepaid,0
8034,1,Male,90005,433,32,8,1410,0,2,Single Sim,Andoid,Prepaid,0
2900,1,Male,92182,0,51,26,140,2,2,Single Sim,Andoid,Postpaid,0
7821,3,Male,92660,40,55,29,330,0,2,Single Sim,Andoid,Prepaid,0
5040,1,Male,94028,200,60,34,830,3,2,Single Sim,Andoid,Prepaid,0
1110,1,Male,90011,80,40,16,890,2,4,Single Sim,Andoid,Postpaid,0
4350,1,Male,96003,220,62,38,390,0,4,Dual Sim,Andoid,Postpaid,0
7660,3,Female,90025,200,63,39,830,0,3,Single Sim,Andoid,Postpaid,0
6307,1,Male,92152,200,60,34,1080,4,2,Single Sim,Andoid,Postpaid,0
2072,2,Female,92028,130,59,34,210,0,3,Single Sim,Andoid,Postpaid,0
3783,1,Male,95521,190,26,1,1020,0,1,Single Sim,Andoid,Prepaid,0
8036,3,Female,94117,160,56,32,480,0,1,Single Sim,Andoid,Prepaid,0
2793,1,Male,93014,140,58,32,320,0,3,Single Sim,Andoid,Postpaid,0
1817,1,Male,95616,20,57,31,430,0,1,Single Sim,Andoid,Prepaid,0
5016,2,Male,94025,40,48,23,350,2,4,Single Sim,Andoid,Prepaid,0
8643,1,Male,91911,600,30,6,1840,0,1,Single Sim,Andoid,Postpaid,0
7485,1,Male,91024,760,45,21,1400,2,2,Single Sim,Andoid,Prepaid,0
3732,2,Female,90065,70,64,38,320,0,3,Single Sim,Andoid,Postpaid,0
4931,1,Male,92121,170,44,20,1490,0,1,Single Sim,Andoid,Postpaid,0
4364,3,Female,94720,60,51,25,150,0,4,Single Sim,Andoid,Prepaid,0
2283,2,Male,90089,233,43,16,710,0,3,Single Sim,Andoid,Prepaid,0
1451,2,Male,94304,180,29,3,1080,0,4,Single Sim,Andoid,Prepaid,0
1538,1,Female,93555,50,56,30,1220,0,2,Single Sim,Andoid,Prepaid,0
5878,3,Male,94542,10,65,41,400,0,3,Single Sim,Andoid,Postpaid,0
2653,1,Female,95521,667,46,22,1980,0,2,Single Sim,Andoid,Prepaid,0
4542,2,Female,90245,140,48,24,790,0,4,Dual Sim,Andoid,Prepaid,0
6778,3,Male,92672,10,56,31,840,0,1,Single Sim,Andoid,Postpaid,0
4606,2,Female,92374,40,61,37,310,0,3,Single Sim,Andoid,Prepaid,0
5680,3,Female,90250,60,46,20,120,0,4,Single Sim,Andoid,Prepaid,0
7889,1,Female,93555,160,58,34,880,0,2,Single Sim,Andoid,Postpaid,0
7753,2,Female,95405,30,31,5,290,2,2,Single Sim,Andoid,Postpaid,0
5173,1,Male,95819,633,27,3,2010,2,1,Single Sim,Andoid,Postpaid,0
2656,3,Male,92780,140,44,20,200,0,1,Single Sim,Andoid,Prepaid,0
2098,1,Male,90405,100,44,20,150,0,1,Single Sim,Andoid,Postpaid,0
2310,1,Female,94720,40,51,27,1550,2,2,Single Sim,Andoid,Prepaid,0
3563,2,Male,95370,20,39,13,250,0,3,Single Sim,Andoid,Postpaid,0
3514,1,Male,91330,650,32,8,2000,6,2,Single Sim,Andoid,Postpaid,0
7908,2,Male,93727,270,33,7,1010,3,1,Single Sim,Andoid,Prepaid,0
7903,2,Female,92028,40,40,16,190,0,4,Single Sim,Andoid,Postpaid,0
3593,1,Female,91304,650,36,12,1880,0,2,Single Sim,Andoid,Postpaid,0
7182,1,Male,95060,30,52,28,80,0,1,Single Sim,Andoid,Postpaid,0
4034,3,Male,92867,230,54,29,590,2,2,Single Sim,Andoid,Postpaid,0
4251,1,Male,92647,260,26,2,720,0,4,Dual Sim,IOS,Postpaid,0
